dbName	refName	Shape-it::Tanimoto	Shape-it::Tversky_Ref	Shape-it::Tversky_Db	overlap	refVolume	dbVolume
MOL_11410	PD1-PDL1.sdf	0.246	0.321	0.516	3144.4	10017	5887.9
MOL_11411	PD1-PDL1.sdf	0.235	0.309	0.497	3028.9	10017	5887
MOL_11412	PD1-PDL1.sdf	0.216	0.288	0.464	2827.7	10017	5891.4
MOL_11413	PD1-PDL1.sdf	0.239	0.32	0.484	3142.5	10017	6301.7
MOL_11414	PD1-PDL1.sdf	0.239	0.32	0.485	3144.6	10017	6301.7
MOL_11415	PD1-PDL1.sdf	0.304	0.387	0.587	3808.4	10017	6300.3
MOL_11416	PD1-PDL1.sdf	0.215	0.294	0.446	2890.5	10017	6298.6
MOL_11417	PD1-PDL1.sdf	0.248	0.33	0.501	3247.3	10017	6300.2
MOL_11418	PD1-PDL1.sdf	0.24	0.322	0.487	3163.6	10017	6307.7
MOL_11419	PD1-PDL1.sdf	0.22	0.3	0.454	2945.6	10017	6307
MOL_11420	PD1-PDL1.sdf	0.233	0.313	0.475	3081.4	10017	6307
MOL_11421	PD1-PDL1.sdf	0.233	0.313	0.474	3079.7	10017	6307.3
MOL_11422	PD1-PDL1.sdf	0.29	0.368	0.577	3609.7	10017	6057.9
MOL_11423	PD1-PDL1.sdf	0.24	0.317	0.498	3110.3	10017	6053.6
MOL_11424	PD1-PDL1.sdf	0.23	0.306	0.48	3003.2	10017	6064.5
MOL_11425	PD1-PDL1.sdf	0.253	0.331	0.519	3249.6	10017	6064.4
MOL_11426	PD1-PDL1.sdf	0.291	0.369	0.579	3621.3	10017	6059.7
MOL_11427	PD1-PDL1.sdf	0.219	0.294	0.461	2886.1	10017	6067.7
MOL_11428	PD1-PDL1.sdf	0.237	0.314	0.49	3081.6	10017	6094.2
MOL_11429	PD1-PDL1.sdf	0.239	0.317	0.495	3109.6	10017	6092
MOL_11430	PD1-PDL1.sdf	0.237	0.315	0.491	3089.8	10017	6091.6
MOL_11431	PD1-PDL1.sdf	0.204	0.278	0.434	2732.9	10017	6099.5
MOL_11432	PD1-PDL1.sdf	0.209	0.283	0.442	2781.5	10017	6101.8
MOL_11433	PD1-PDL1.sdf	0.214	0.29	0.452	2845.4	10017	6100.8
MOL_11434	PD1-PDL1.sdf	0.282	0.361	0.564	3547.5	10017	6098.1
MOL_11435	PD1-PDL1.sdf	0.22	0.295	0.461	2900.7	10017	6098
MOL_11436	PD1-PDL1.sdf	0.206	0.281	0.438	2756	10017	6101.2
MOL_11437	PD1-PDL1.sdf	0.267	0.397	0.449	3949.4	10017	8739.2
MOL_11438	PD1-PDL1.sdf	0.206	0.322	0.364	3200.5	10017	8733.1
MOL_11439	PD1-PDL1.sdf	0.309	0.445	0.503	4430.7	10017	8737.7
MOL_11440	PD1-PDL1.sdf	0.127	0.213	0.241	2115.7	10017	8731.1
MOL_11441	PD1-PDL1.sdf	0.388	0.526	0.595	5238.8	10017	8733.7
MOL_11442	PD1-PDL1.sdf	0.283	0.416	0.471	4141.2	10017	8734.5
MOL_11443	PD1-PDL1.sdf	0.21	0.327	0.369	3250.7	10017	8746.7
MOL_11444	PD1-PDL1.sdf	0.273	0.404	0.457	4022.6	10017	8739.7
MOL_11445	PD1-PDL1.sdf	0.331	0.468	0.53	4662.2	10017	8739
MOL_11446	PD1-PDL1.sdf	0.284	0.417	0.471	4148.9	10017	8744
MOL_11447	PD1-PDL1.sdf	0.251	0.37	0.438	3678.8	10017	8304.6
MOL_11448	PD1-PDL1.sdf	0.225	0.339	0.401	3370.1	10017	8310.8
MOL_11449	PD1-PDL1.sdf	0.34	0.468	0.554	4646	10017	8299.8
MOL_11450	PD1-PDL1.sdf	0.18	0.281	0.333	2791.1	10017	8307.9
MOL_11451	PD1-PDL1.sdf	0.25	0.368	0.436	3658.9	10017	8304
MOL_11452	PD1-PDL1.sdf	0.296	0.422	0.499	4188.1	10017	8312.8
MOL_11453	PD1-PDL1.sdf	0.212	0.323	0.382	3204.8	10017	8314.9
MOL_11454	PD1-PDL1.sdf	0.215	0.327	0.387	3249.4	10017	8315.2
MOL_11455	PD1-PDL1.sdf	0.245	0.363	0.429	3602.3	10017	8307.6
MOL_11456	PD1-PDL1.sdf	0.329	0.457	0.54	4542	10017	8321.2
MOL_11457	PD1-PDL1.sdf	0.246	0.325	0.504	3191.7	10017	6140.2
MOL_11458	PD1-PDL1.sdf	0.209	0.284	0.44	2788.6	10017	6140.1
MOL_11459	PD1-PDL1.sdf	0.261	0.341	0.529	3348.1	10017	6139.8
MOL_11460	PD1-PDL1.sdf	0.254	0.333	0.517	3272.6	10017	6138.9
MOL_11461	PD1-PDL1.sdf	0.255	0.335	0.518	3286.8	10017	6146.1
MOL_11462	PD1-PDL1.sdf	0.167	0.236	0.365	2316.3	10017	6152.7
MOL_11463	PD1-PDL1.sdf	0.262	0.384	0.451	3817.4	10017	8377.1
MOL_11464	PD1-PDL1.sdf	0.227	0.343	0.403	3402.9	10017	8366.8
MOL_11465	PD1-PDL1.sdf	0.219	0.334	0.39	3320.5	10017	8439.3
MOL_11466	PD1-PDL1.sdf	0.219	0.334	0.39	3321	10017	8447.7
MOL_11467	PD1-PDL1.sdf	0.215	0.327	0.385	3251	10017	8359.6
MOL_11468	PD1-PDL1.sdf	0.277	0.401	0.473	3987.6	10017	8355.4
MOL_11469	PD1-PDL1.sdf	0.181	0.284	0.334	2823.3	10017	8364.4
MOL_11470	PD1-PDL1.sdf	0.309	0.437	0.514	4341.1	10017	8358.9
MOL_11471	PD1-PDL1.sdf	0.205	0.314	0.37	3123.9	10017	8357.1
MOL_11472	PD1-PDL1.sdf	0.203	0.312	0.366	3095.1	10017	8362.8
MOL_11473	PD1-PDL1.sdf	0.291	0.403	0.51	3994.4	10017	7713.3
MOL_11474	PD1-PDL1.sdf	0.328	0.442	0.559	4375.9	10017	7717.7
MOL_11475	PD1-PDL1.sdf	0.264	0.374	0.474	3707.3	10017	7711.6
MOL_11476	PD1-PDL1.sdf	0.291	0.404	0.51	4000.8	10017	7725.3
MOL_11477	PD1-PDL1.sdf	0.245	0.352	0.445	3490.3	10017	7720.8
MOL_11478	PD1-PDL1.sdf	0.284	0.397	0.5	3927.2	10017	7745.4
MOL_11479	PD1-PDL1.sdf	0.271	0.383	0.482	3791.9	10017	7755.9
MOL_11480	PD1-PDL1.sdf	0.21	0.311	0.392	3085	10017	7754.9
MOL_11481	PD1-PDL1.sdf	0.21	0.312	0.392	3088.5	10017	7766.5
MOL_11482	PD1-PDL1.sdf	0.242	0.35	0.44	3467.4	10017	7764.7
MOL_11483	PD1-PDL1.sdf	0.196	0.298	0.365	2951.2	10017	7987.1
MOL_11484	PD1-PDL1.sdf	0.205	0.308	0.378	3058.1	10017	7983.4
MOL_11485	PD1-PDL1.sdf	0.256	0.371	0.452	3678.1	10017	8033.8
MOL_11486	PD1-PDL1.sdf	0.241	0.351	0.433	3483.6	10017	7933.7
MOL_11487	PD1-PDL1.sdf	0.266	0.381	0.469	3773.8	10017	7934.9
MOL_11488	PD1-PDL1.sdf	0.243	0.356	0.434	3531.8	10017	8039.1
MOL_11489	PD1-PDL1.sdf	0.213	0.319	0.389	3164.8	10017	8038.8
MOL_11490	PD1-PDL1.sdf	0.234	0.345	0.421	3422.2	10017	8037.3
MOL_11491	PD1-PDL1.sdf	0.278	0.396	0.483	3930.1	10017	8039.9
MOL_11492	PD1-PDL1.sdf	0.271	0.393	0.466	3903.3	10017	8294.5
MOL_11493	PD1-PDL1.sdf	0.258	0.379	0.448	3764.4	10017	8310.3
MOL_11494	PD1-PDL1.sdf	0.247	0.365	0.433	3628.6	10017	8294
MOL_11495	PD1-PDL1.sdf	0.288	0.412	0.488	4093.1	10017	8300.5
MOL_11496	PD1-PDL1.sdf	0.252	0.372	0.44	3692.4	10017	8315.8
MOL_11497	PD1-PDL1.sdf	0.295	0.42	0.498	4172.6	10017	8300.4
MOL_11498	PD1-PDL1.sdf	0.228	0.342	0.405	3398.9	10017	8300.1
MOL_11499	PD1-PDL1.sdf	0.281	0.405	0.479	4026.7	10017	8315.6
MOL_11500	PD1-PDL1.sdf	0.234	0.35	0.414	3478.7	10017	8326
MOL_11501	PD1-PDL1.sdf	0.256	0.376	0.444	3731.6	10017	8316.7
MOL_11502	PD1-PDL1.sdf	0.309	0.432	0.521	4285	10017	8129.2
MOL_11503	PD1-PDL1.sdf	0.26	0.377	0.455	3740.8	10017	8122.4
MOL_11504	PD1-PDL1.sdf	0.239	0.353	0.426	3503.4	10017	8122.4
MOL_11505	PD1-PDL1.sdf	0.287	0.408	0.492	4045.2	10017	8131.1
MOL_11506	PD1-PDL1.sdf	0.267	0.386	0.466	3829	10017	8128.2
MOL_11507	PD1-PDL1.sdf	0.293	0.414	0.5	4107.1	10017	8121.4
MOL_11508	PD1-PDL1.sdf	0.269	0.388	0.468	3848.3	10017	8124.9
MOL_11509	PD1-PDL1.sdf	0.27	0.389	0.469	3858.7	10017	8124.5
MOL_11510	PD1-PDL1.sdf	0.268	0.386	0.467	3833.3	10017	8111.8
MOL_11511	PD1-PDL1.sdf	0.336	0.47	0.54	4675.5	10017	8581.9
MOL_11512	PD1-PDL1.sdf	0.335	0.469	0.539	4664.2	10017	8582.8
MOL_11513	PD1-PDL1.sdf	0.358	0.493	0.568	4897.3	10017	8543.4
MOL_11514	PD1-PDL1.sdf	0.27	0.398	0.456	3958.1	10017	8601
MOL_11515	PD1-PDL1.sdf	0.38	0.515	0.591	5125.6	10017	8595.3
MOL_11516	PD1-PDL1.sdf	0.395	0.53	0.608	5269.1	10017	8594
MOL_11517	PD1-PDL1.sdf	0.222	0.34	0.389	3387	10017	8628.8
MOL_11518	PD1-PDL1.sdf	0.228	0.348	0.399	3461.1	10017	8597.8
MOL_11519	PD1-PDL1.sdf	0.204	0.317	0.363	3157.6	10017	8622.1
MOL_11520	PD1-PDL1.sdf	0.237	0.358	0.411	3559.9	10017	8594.1
MOL_11521	PD1-PDL1.sdf	0.308	0.391	0.594	3839	10017	6277.8
MOL_11522	PD1-PDL1.sdf	0.242	0.322	0.49	3169.8	10017	6276.6
MOL_11523	PD1-PDL1.sdf	0.223	0.302	0.46	2970	10017	6275.2
MOL_11524	PD1-PDL1.sdf	0.232	0.312	0.474	3062.9	10017	6275.3
MOL_11525	PD1-PDL1.sdf	0.235	0.316	0.48	3106.5	10017	6283.6
MOL_11526	PD1-PDL1.sdf	0.226	0.305	0.464	3002.8	10017	6283.7
MOL_11527	PD1-PDL1.sdf	0.245	0.326	0.496	3208.2	10017	6283.1
MOL_11528	PD1-PDL1.sdf	0.258	0.34	0.517	3343.4	10017	6282.9
MOL_11529	PD1-PDL1.sdf	0.301	0.384	0.584	3774.3	10017	6280.8
MOL_11530	PD1-PDL1.sdf	0.27	0.382	0.48	3779.9	10017	7754.4
MOL_11531	PD1-PDL1.sdf	0.176	0.269	0.339	2665.2	10017	7751.6
MOL_11532	PD1-PDL1.sdf	0.169	0.26	0.327	2572.3	10017	7753.5
MOL_11533	PD1-PDL1.sdf	0.249	0.358	0.451	3547.8	10017	7758.4
MOL_11534	PD1-PDL1.sdf	0.28	0.392	0.495	3881.1	10017	7721.3
MOL_11535	PD1-PDL1.sdf	0.298	0.41	0.522	4055.4	10017	7651.4
MOL_11536	PD1-PDL1.sdf	0.164	0.252	0.318	2500.7	10017	7759.7
MOL_11537	PD1-PDL1.sdf	0.27	0.379	0.483	3750.4	10017	7648.1
MOL_11538	PD1-PDL1.sdf	0.264	0.373	0.474	3688.8	10017	7662.7
MOL_11539	PD1-PDL1.sdf	0.278	0.389	0.493	3856.5	10017	7714.2
MOL_11540	PD1-PDL1.sdf	0.323	0.482	0.495	4825.4	10017	9733.5
MOL_11541	PD1-PDL1.sdf	0.288	0.443	0.451	4428.6	10017	9806
MOL_11542	PD1-PDL1.sdf	0.322	0.482	0.492	4819.3	10017	9792
MOL_11543	PD1-PDL1.sdf	0.237	0.38	0.387	3798.4	10017	9793
MOL_11544	PD1-PDL1.sdf	0.322	0.481	0.493	4809.1	10017	9731.5
MOL_11545	PD1-PDL1.sdf	0.263	0.413	0.421	4130.8	10017	9791.6
MOL_11546	PD1-PDL1.sdf	0.255	0.403	0.41	4031.6	10017	9813.6
MOL_11547	PD1-PDL1.sdf	0.258	0.407	0.415	4070	10017	9802.4
MOL_11548	PD1-PDL1.sdf	0.23	0.371	0.378	3710	10017	9800.5
MOL_11549	PD1-PDL1.sdf	0.26	0.407	0.418	4071.7	10017	9720.5
MOL_11550	PD1-PDL1.sdf	0.251	0.388	0.416	3874.5	10017	9279.1
MOL_11551	PD1-PDL1.sdf	0.196	0.317	0.34	3159.9	10017	9269.8
MOL_11552	PD1-PDL1.sdf	0.263	0.402	0.433	4006.2	10017	9220.6
MOL_11553	PD1-PDL1.sdf	0.188	0.304	0.328	3037.9	10017	9219.2
MOL_11554	PD1-PDL1.sdf	0.202	0.324	0.349	3228.8	10017	9211.3
MOL_11555	PD1-PDL1.sdf	0.283	0.425	0.458	4243.2	10017	9232.6
MOL_11556	PD1-PDL1.sdf	0.296	0.442	0.472	4408.9	10017	9297.6
MOL_11557	PD1-PDL1.sdf	0.242	0.376	0.404	3748.2	10017	9240.5
MOL_11558	PD1-PDL1.sdf	0.316	0.465	0.496	4640.2	10017	9322.3
MOL_11559	PD1-PDL1.sdf	0.209	0.334	0.358	3335.5	10017	9281.5
MOL_11560	PD1-PDL1.sdf	0.14	0.229	0.267	2271.9	10017	8432.4
MOL_11561	PD1-PDL1.sdf	0.23	0.348	0.405	3456.7	10017	8449
MOL_11562	PD1-PDL1.sdf	0.208	0.319	0.374	3169.9	10017	8404.4
MOL_11563	PD1-PDL1.sdf	0.241	0.36	0.422	3581.9	10017	8405.9
MOL_11564	PD1-PDL1.sdf	0.224	0.34	0.397	3374.6	10017	8414.9
MOL_11565	PD1-PDL1.sdf	0.382	0.513	0.6	5093.7	10017	8414.6
MOL_11566	PD1-PDL1.sdf	0.28	0.406	0.475	4037.7	10017	8418.4
MOL_11567	PD1-PDL1.sdf	0.26	0.383	0.447	3804.1	10017	8422.3
MOL_11568	PD1-PDL1.sdf	0.353	0.485	0.566	4816.4	10017	8429.3
MOL_11569	PD1-PDL1.sdf	0.296	0.424	0.495	4212.2	10017	8427.6
MOL_11570	PD1-PDL1.sdf	0.245	0.354	0.444	3509.8	10017	7789.7
MOL_11571	PD1-PDL1.sdf	0.199	0.299	0.375	2959.5	10017	7786
MOL_11572	PD1-PDL1.sdf	0.237	0.344	0.431	3406.7	10017	7790.8
MOL_11573	PD1-PDL1.sdf	0.342	0.459	0.572	4548.7	10017	7845
MOL_11574	PD1-PDL1.sdf	0.224	0.329	0.412	3255.3	10017	7787.9
MOL_11575	PD1-PDL1.sdf	0.257	0.369	0.459	3657.3	10017	7856.6
MOL_11576	PD1-PDL1.sdf	0.151	0.235	0.296	2332.1	10017	7774.4
MOL_11577	PD1-PDL1.sdf	0.332	0.447	0.562	4431.6	10017	7776.3
MOL_11578	PD1-PDL1.sdf	0.251	0.361	0.453	3574.8	10017	7780.8
MOL_11579	PD1-PDL1.sdf	0.21	0.312	0.391	3089	10017	7794.6
MOL_11580	PD1-PDL1.sdf	0.23	0.337	0.422	3337.3	10017	7803
MOL_11581	PD1-PDL1.sdf	0.218	0.322	0.403	3190.9	10017	7805.7
MOL_11582	PD1-PDL1.sdf	0.127	0.202	0.254	2005.2	10017	7792.1
MOL_11583	PD1-PDL1.sdf	0.24	0.348	0.435	3442.4	10017	7797.3
MOL_11584	PD1-PDL1.sdf	0.343	0.46	0.575	4553.3	10017	7813.6
MOL_11585	PD1-PDL1.sdf	0.314	0.43	0.538	4257.9	10017	7801.4
MOL_11586	PD1-PDL1.sdf	0.295	0.41	0.513	4066.2	10017	7813.5
MOL_11587	PD1-PDL1.sdf	0.216	0.32	0.4	3172.6	10017	7822.9
MOL_11588	PD1-PDL1.sdf	0.263	0.375	0.469	3716.4	10017	7811.5
MOL_11589	PD1-PDL1.sdf	0.265	0.377	0.471	3734.1	10017	7818
MOL_11590	PD1-PDL1.sdf	0.222	0.339	0.39	3371.5	10017	8571.1
MOL_11591	PD1-PDL1.sdf	0.294	0.425	0.488	4222.8	10017	8576.8
MOL_11592	PD1-PDL1.sdf	0.238	0.359	0.413	3568	10017	8570.1
MOL_11593	PD1-PDL1.sdf	0.201	0.313	0.36	3114.6	10017	8587.1
MOL_11594	PD1-PDL1.sdf	0.265	0.392	0.449	3896.3	10017	8606.1
MOL_11595	PD1-PDL1.sdf	0.29	0.421	0.482	4182.6	10017	8605.7
MOL_11596	PD1-PDL1.sdf	0.221	0.339	0.389	3375.9	10017	8605.9
MOL_11597	PD1-PDL1.sdf	0.26	0.385	0.443	3830.8	10017	8572
MOL_11598	PD1-PDL1.sdf	0.211	0.326	0.374	3240.7	10017	8582.7
MOL_11599	PD1-PDL1.sdf	0.326	0.461	0.528	4583.9	10017	8610.7
MOL_11600	PD1-PDL1.sdf	0.23	0.337	0.42	3343.2	10017	7854
MOL_11601	PD1-PDL1.sdf	0.267	0.38	0.473	3765	10017	7859.3
MOL_11602	PD1-PDL1.sdf	0.268	0.382	0.474	3781.8	10017	7866.8
MOL_11603	PD1-PDL1.sdf	0.267	0.38	0.472	3765.1	10017	7864.4
MOL_11604	PD1-PDL1.sdf	0.29	0.406	0.505	4023.8	10017	7862.5
MOL_11605	PD1-PDL1.sdf	0.212	0.316	0.393	3133	10017	7862.5
MOL_11606	PD1-PDL1.sdf	0.247	0.357	0.446	3533.5	10017	7813
MOL_11607	PD1-PDL1.sdf	0.229	0.336	0.418	3329.9	10017	7864.7
MOL_11608	PD1-PDL1.sdf	0.241	0.35	0.438	3463.1	10017	7788.3
MOL_11609	PD1-PDL1.sdf	0.243	0.351	0.442	3480.5	10017	7757.9
MOL_11610	PD1-PDL1.sdf	0.215	0.322	0.395	3189.5	10017	7981.3
MOL_11611	PD1-PDL1.sdf	0.338	0.459	0.562	4546.9	10017	7983.1
MOL_11612	PD1-PDL1.sdf	0.278	0.395	0.484	3916.7	10017	7992.9
MOL_11613	PD1-PDL1.sdf	0.305	0.424	0.52	4206.8	10017	7993.7
MOL_11614	PD1-PDL1.sdf	0.271	0.387	0.475	3839.6	10017	7979.3
MOL_11615	PD1-PDL1.sdf	0.322	0.442	0.542	4385.1	10017	7988.8
MOL_11616	PD1-PDL1.sdf	0.23	0.339	0.415	3362.9	10017	7995.7
MOL_11617	PD1-PDL1.sdf	0.227	0.336	0.411	3333.3	10017	7999.8
MOL_11618	PD1-PDL1.sdf	0.249	0.363	0.444	3595.3	10017	8002.4
MOL_11619	PD1-PDL1.sdf	0.27	0.387	0.473	3834.3	10017	8008.6
MOL_11620	PD1-PDL1.sdf	0.205	0.309	0.379	3063.4	10017	7986
MOL_11621	PD1-PDL1.sdf	0.22	0.328	0.402	3251.4	10017	7993.9
MOL_11622	PD1-PDL1.sdf	0.321	0.441	0.541	4376	10017	7991.9
MOL_11623	PD1-PDL1.sdf	0.286	0.404	0.494	4003	10017	8001.6
MOL_11624	PD1-PDL1.sdf	0.214	0.321	0.393	3181	10017	7997.6
MOL_11625	PD1-PDL1.sdf	0.234	0.345	0.42	3424.7	10017	8049.2
MOL_11626	PD1-PDL1.sdf	0.257	0.373	0.454	3699.9	10017	8053.1
MOL_11627	PD1-PDL1.sdf	0.34	0.462	0.562	4586.8	10017	8057.5
MOL_11628	PD1-PDL1.sdf	0.257	0.372	0.453	3694.3	10017	8065.5
MOL_11629	PD1-PDL1.sdf	0.209	0.316	0.383	3131.5	10017	8077.1
MOL_11630	PD1-PDL1.sdf	0.27	0.401	0.453	3995.7	10017	8754.1
MOL_11631	PD1-PDL1.sdf	0.209	0.326	0.369	3245.2	10017	8742
MOL_11632	PD1-PDL1.sdf	0.266	0.396	0.447	3942.9	10017	8757
MOL_11633	PD1-PDL1.sdf	0.275	0.406	0.459	4046	10017	8756.1
MOL_11634	PD1-PDL1.sdf	0.393	0.533	0.601	5300.7	10017	8756.4
MOL_11635	PD1-PDL1.sdf	0.265	0.395	0.445	3934.4	10017	8770.6
MOL_11636	PD1-PDL1.sdf	0.278	0.41	0.462	4081.9	10017	8768.9
MOL_11637	PD1-PDL1.sdf	0.332	0.47	0.53	4681.3	10017	8766
MOL_11638	PD1-PDL1.sdf	0.325	0.463	0.522	4607.3	10017	8758.5
MOL_11639	PD1-PDL1.sdf	0.285	0.418	0.471	4164.2	10017	8777.6
MOL_11640	PD1-PDL1.sdf	0.337	0.465	0.55	4621.8	10017	8319.2
MOL_11641	PD1-PDL1.sdf	0.244	0.363	0.428	3602.8	10017	8339.3
MOL_11642	PD1-PDL1.sdf	0.214	0.326	0.384	3236.4	10017	8338.1
MOL_11643	PD1-PDL1.sdf	0.306	0.432	0.51	4294.8	10017	8334.6
MOL_11644	PD1-PDL1.sdf	0.262	0.384	0.453	3810.9	10017	8329.7
MOL_11645	PD1-PDL1.sdf	0.259	0.38	0.448	3773.3	10017	8329.9
MOL_11646	PD1-PDL1.sdf	0.263	0.385	0.454	3823.4	10017	8329.2
MOL_11647	PD1-PDL1.sdf	0.32	0.448	0.528	4449	10017	8342.2
MOL_11648	PD1-PDL1.sdf	0.218	0.331	0.391	3290.3	10017	8341.4
MOL_11649	PD1-PDL1.sdf	0.255	0.376	0.443	3730.7	10017	8340.3
MOL_11650	PD1-PDL1.sdf	0.207	0.317	0.375	3145	10017	8294.4
MOL_11651	PD1-PDL1.sdf	0.217	0.329	0.389	3263.8	10017	8299.6
MOL_11652	PD1-PDL1.sdf	0.202	0.31	0.367	3078.7	10017	8299.3
MOL_11653	PD1-PDL1.sdf	0.205	0.313	0.371	3110	10017	8293.7
MOL_11654	PD1-PDL1.sdf	0.282	0.406	0.48	4030	10017	8307.3
MOL_11655	PD1-PDL1.sdf	0.199	0.307	0.361	3048.3	10017	8362
MOL_11656	PD1-PDL1.sdf	0.25	0.37	0.435	3675.7	10017	8362.6
MOL_11657	PD1-PDL1.sdf	0.19	0.296	0.348	2937.6	10017	8362.8
MOL_11658	PD1-PDL1.sdf	0.245	0.363	0.428	3609.7	10017	8354.7
MOL_11659	PD1-PDL1.sdf	0.266	0.388	0.457	3855.3	10017	8355.6
MOL_11660	PD1-PDL1.sdf	0.19	0.294	0.349	2917.7	10017	8277
MOL_11661	PD1-PDL1.sdf	0.276	0.398	0.473	3955.3	10017	8275.9
MOL_11662	PD1-PDL1.sdf	0.213	0.323	0.384	3212	10017	8280.8
MOL_11663	PD1-PDL1.sdf	0.254	0.374	0.443	3712.2	10017	8292.1
MOL_11664	PD1-PDL1.sdf	0.255	0.374	0.444	3713.2	10017	8271
MOL_11665	PD1-PDL1.sdf	0.172	0.271	0.321	2686.6	10017	8281.6
MOL_11666	PD1-PDL1.sdf	0.23	0.346	0.408	3439.2	10017	8344.1
MOL_11667	PD1-PDL1.sdf	0.292	0.418	0.493	4148.6	10017	8335.4
MOL_11668	PD1-PDL1.sdf	0.221	0.332	0.397	3292.4	10017	8203.9
MOL_11669	PD1-PDL1.sdf	0.326	0.452	0.54	4483.1	10017	8211.5
MOL_11670	PD1-PDL1.sdf	0.294	0.417	0.499	4140.8	10017	8206
MOL_11671	PD1-PDL1.sdf	0.268	0.389	0.465	3858	10017	8214.6
MOL_11672	PD1-PDL1.sdf	0.23	0.343	0.411	3407.1	10017	8204.3
MOL_11673	PD1-PDL1.sdf	0.259	0.378	0.452	3756.8	10017	8217.3
MOL_11674	PD1-PDL1.sdf	0.233	0.347	0.414	3442.7	10017	8217.9
MOL_11675	PD1-PDL1.sdf	0.279	0.4	0.478	3974.1	10017	8218.6
MOL_11676	PD1-PDL1.sdf	0.29	0.413	0.493	4095.4	10017	8217.5
MOL_11677	PD1-PDL1.sdf	0.302	0.426	0.508	4226.2	10017	8225
MOL_11678	PD1-PDL1.sdf	0.262	0.384	0.452	3813.6	10017	8362.8
MOL_11679	PD1-PDL1.sdf	0.301	0.428	0.503	4249	10017	8371.2
MOL_11680	PD1-PDL1.sdf	0.319	0.448	0.526	4448.7	10017	8371
MOL_11681	PD1-PDL1.sdf	0.211	0.323	0.379	3206.9	10017	8376.6
MOL_11682	PD1-PDL1.sdf	0.252	0.373	0.437	3701.5	10017	8382.2
MOL_11683	PD1-PDL1.sdf	0.246	0.366	0.429	3633.6	10017	8380.2
MOL_11684	PD1-PDL1.sdf	0.278	0.403	0.473	4001.1	10017	8367.8
MOL_11685	PD1-PDL1.sdf	0.235	0.352	0.413	3497.3	10017	8377.9
MOL_11686	PD1-PDL1.sdf	0.23	0.347	0.407	3443.6	10017	8374.4
MOL_11687	PD1-PDL1.sdf	0.286	0.412	0.484	4093.1	10017	8377.5
MOL_11688	PD1-PDL1.sdf	0.235	0.361	0.403	3590.7	10017	8859.7
MOL_11689	PD1-PDL1.sdf	0.285	0.421	0.469	4189.1	10017	8873.7
MOL_11690	PD1-PDL1.sdf	0.228	0.352	0.393	3507.9	10017	8875.9
MOL_11691	PD1-PDL1.sdf	0.3	0.438	0.489	4362.4	10017	8865.6
MOL_11692	PD1-PDL1.sdf	0.25	0.38	0.424	3782.1	10017	8865.7
MOL_11693	PD1-PDL1.sdf	0.29	0.426	0.475	4244.6	10017	8873.7
MOL_11694	PD1-PDL1.sdf	0.219	0.341	0.38	3397.3	10017	8875.5
MOL_11695	PD1-PDL1.sdf	0.223	0.346	0.386	3448.7	10017	8872.7
MOL_11696	PD1-PDL1.sdf	0.222	0.345	0.385	3437.6	10017	8880.8
MOL_11697	PD1-PDL1.sdf	0.23	0.354	0.395	3527.6	10017	8880.3
MOL_11698	PD1-PDL1.sdf	0.244	0.375	0.411	3736.1	10017	9035.7
MOL_11699	PD1-PDL1.sdf	0.304	0.445	0.489	4438.8	10017	9029.4
MOL_11700	PD1-PDL1.sdf	0.286	0.426	0.467	4243	10017	9042.5
MOL_11701	PD1-PDL1.sdf	0.211	0.333	0.365	3321.9	10017	9049
MOL_11702	PD1-PDL1.sdf	0.226	0.353	0.387	3515.4	10017	9035
MOL_11703	PD1-PDL1.sdf	0.245	0.377	0.413	3756.1	10017	9047.7
MOL_11704	PD1-PDL1.sdf	0.243	0.374	0.41	3727.1	10017	9037.7
MOL_11705	PD1-PDL1.sdf	0.293	0.433	0.474	4316.8	10017	9049.5
MOL_11706	PD1-PDL1.sdf	0.273	0.411	0.45	4095.9	10017	9057.6
MOL_11707	PD1-PDL1.sdf	0.274	0.41	0.452	4090.8	10017	9004.5
MOL_11708	PD1-PDL1.sdf	0.252	0.373	0.438	3703.2	10017	8366.7
MOL_11709	PD1-PDL1.sdf	0.26	0.382	0.45	3792.1	10017	8350.1
MOL_11710	PD1-PDL1.sdf	0.253	0.374	0.44	3710.7	10017	8352
MOL_11711	PD1-PDL1.sdf	0.311	0.439	0.517	4358.4	10017	8354.8
MOL_11712	PD1-PDL1.sdf	0.252	0.372	0.438	3692.6	10017	8345.9
MOL_11713	PD1-PDL1.sdf	0.249	0.368	0.434	3657.9	10017	8352.8
MOL_11714	PD1-PDL1.sdf	0.219	0.332	0.39	3299.4	10017	8368.4
MOL_11715	PD1-PDL1.sdf	0.19	0.293	0.349	2911.5	10017	8249.3
MOL_11716	PD1-PDL1.sdf	0.33	0.457	0.544	4534.3	10017	8246.3
MOL_11717	PD1-PDL1.sdf	0.266	0.388	0.458	3848.8	10017	8317.5
MOL_11718	PD1-PDL1.sdf	0.313	0.449	0.509	4465.1	10017	8706.2
MOL_11719	PD1-PDL1.sdf	0.221	0.342	0.385	3404	10017	8778
MOL_11720	PD1-PDL1.sdf	0.332	0.469	0.531	4664.5	10017	8716.2
MOL_11721	PD1-PDL1.sdf	0.228	0.349	0.396	3477	10017	8718.4
